,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49
sensor_11,0.5747252289487362,0.7514368440780288,0.6857777123191833,0.939528032346603,0.9714202138127174,0.9194601702110982,0.7720063717475765,0.41173985151729736,0.7301938628190584,0.9840502790462321,1.0,0.9768338422562259,0.8380241803300259,0.4041031533470676,0.10794342498423036,0.12223717375538726,0.1386656565572714,-0.023432668920401356,-0.03601097091165299,-0.04103696150939463,0.01593583275737527,0.41408827391727004,0.03006780225866696,-0.0035650811183294,0.1871728477606112,0.4164518122146275,-0.09623421945056916,0.023762898277255792,0.5622897479512934,0.25574308957756464,0.06967004744469561,0.2209485568814061,-0.06242670872155266,0.2432907763834913,0.5080539692293704,0.27843678198456934,0.6371193276712577,0.16212216085006853,0.5272780741580851,0.3456258425184489,0.02190127860120186,0.09076039182158492,0.17792261012766075,0.1473039136756675,0.09443836141349796,0.2283048803862762,0.6592094079251173,0.291587343504741
sensor_12,0.5394687677884807,0.7068958955582634,0.6587792882776892,0.9569403385142085,0.942469111270433,0.9047134984416104,0.7885438517478501,0.48356570686031897,0.6804720595922139,0.9649253674441108,0.9768338422562259,1.0,0.868511896369251,0.41250241476880756,0.1097810123917673,0.1261456713502342,0.13140234813266957,-0.021983597254599942,-0.034430136710807,-0.03660791574760741,-0.009039019199349463,0.3849646840555964,0.03615642134277681,-0.02419117653550479,0.17488355264199096,0.4241252700326617,-0.11772919803061446,0.01921021511953531,0.5800896988549215,0.3456068526354286,0.10588588995026303,0.26998376604813046,-0.130723473475661,0.21456687029795102,0.5122408536446712,0.3380290061011917,0.5939805249238831,0.15342019194134437,0.5290245721665108,0.3367371207953886,0.027730018286422183,0.10426462462191657,0.1384049342065406,0.10480126185569967,0.09692612510461719,0.11656528694542498,0.5793780902415554,0.19022374596233455
sensor_13,0.4269799883413272,0.5659936106553896,0.5026851406408123,0.8133502373452145,0.7837877740929055,0.760458645610746,0.6424901378860343,0.38863628819401924,0.5727510219925442,0.8223025674130655,0.8380241803300259,0.868511896369251,1.0,0.4961167437825203,0.3557916056710701,0.33642943917108614,0.33775699869832915,0.1565122972732691,0.12814620000302365,0.12931918781901247,0.07598287097516689,0.3929028622081605,0.2005452328113312,0.03669749994450146,0.1165000497749396,0.4067210826204951,-0.21795785548638924,-0.03841052078327243,0.42552817949102273,0.21302817180582523,0.11165799297025342,0.2142799940700941,-0.0632456624566946,0.3300949346130238,0.26933593764137037,0.250277987323752,0.45475529096956474,0.12845459168790074,0.5014234340897283,0.27832166539967473,0.04260667753256749,0.11955558321671421,0.15220745174265096,0.1121655470215824,0.11899250874325182,0.061864936712850184,0.4895509546912407,0.17399180781043913
sensor_14,-0.20347051755148798,0.03961530243279346,-0.08627546135048814,0.3894587898641308,0.34517923053134797,0.39958002806091114,0.2886968459479981,0.00875671807973838,0.2698539950002151,0.3990856543939326,0.4041031533470676,0.41250241476880756,0.4961167437825203,1.0,0.5658464363764261,0.5390303188365319,0.5242412093706957,0.3655216454682867,0.40894963055016725,0.3938982237408545,0.059060655625763625,0.13269428517751156,0.4349438362518119,0.09817583160441279,0.25640146400711844,-0.00014612855964863457,-0.4615087136144074,0.16702844191126884,0.11958391574481061,0.04241294630207357,0.39613930641919043,0.20069664539985846,-0.13598636458191565,0.17899672006875547,-0.029715831859108317,-0.2920102994129664,-0.06966312899795142,-0.3043009697814909,-0.05082154968037137,-0.2659467735797786,-0.356296247880082,-0.258125845197242,-0.3030215034818431,-0.1916432601797736,-0.13323453145675973,-0.28616385893693275,0.06664977550158507,-0.10507385256171495
sensor_16,-0.318370305140488,-0.24218258454057875,-0.29701511740196956,0.16289553517690203,-0.01272111855325454,0.1589441096383757,0.09371060972689041,-0.05899094501402301,-0.02405573278092177,0.1406793525993178,0.10794342498423036,0.1097810123917673,0.3557916056710701,0.5658464363764261,1.0,0.8642287454834097,0.8748371098679875,0.7050102308513021,0.6729316114967904,0.663367222283938,0.17742315278414186,0.12510982777503005,0.6698587596663664,0.15571615425027516,-0.1150824592798576,-0.06431506805757403,-0.6131844013451896,0.0040221185548454455,-0.40536671128689317,-0.473138114507068,0.3629940653007314,0.098576914855937,-0.05507822175995003,0.34353504204004154,-0.3063396121475662,-0.45920800771463527,-0.018924258894767752,-0.03584560589069316,0.05811112222378591,-0.06553355655610105,-0.06848039113467098,-0.057406368265450404,-0.03246471635435709,-0.05586835869808168,-0.049987622837039565,-0.10781148003407977,0.028478791969300164,0.05788854017100621
sensor_17,-0.2589183252386418,-0.20079838909030095,-0.2335565306233348,0.1579293090680685,-0.006308125766492325,0.15413712899336973,0.08529990166237378,-0.0755288752224926,-0.021823654637619906,0.13737778342495896,0.12223717375538726,0.1261456713502342,0.33642943917108614,0.5390303188365319,0.8642287454834097,1.0,0.8935247242340171,0.5303809148239355,0.49899101678940666,0.4932066621266321,0.19406962683487206,0.13620292130821487,0.4987159182297638,0.16564738266208373,-0.08122883090446625,-0.006505896979653283,-0.5238204532248537,0.04318686011545944,-0.34566834539524993,-0.39408796936364304,0.30937710570091065,0.1235731639044709,-0.02354947556150767,0.23963106467702244,-0.32251671160080175,-0.40978929383413154,-0.00595252712309259,-0.031001663843617723,0.06332222701165026,-0.048612866583233896,-0.05767459336837054,-0.05147145985553121,-0.0025255244414907137,-0.013399412024869722,-0.04268687005912502,-0.10372784551648764,0.11698332875412408,0.11993058988135767
sensor_18,-0.26487059222463283,-0.20132930516710007,-0.2439659768331723,0.16615283604091807,0.014765875076817906,0.17564424411992866,0.09412416616929818,-0.06317927972048416,-0.004445911052483509,0.16103847474944952,0.1386656565572714,0.13140234813266957,0.33775699869832915,0.5242412093706957,0.8748371098679875,0.8935247242340171,1.0,0.5522892625853686,0.5047068091022869,0.49440680506990814,0.23949300370711996,0.19468849258217996,0.5003626672957587,0.19054703434763262,-0.08177695961660945,0.016898400887163212,-0.5353308398051587,0.058551325014520365,-0.37360709694511035,-0.4442663821647888,0.33429519032858124,0.12970710197037738,-0.03527498394711246,0.23164578373809136,-0.2959017683729268,-0.44723964493038815,0.04540156813868144,-0.005169449039205184,0.08635317216435617,-0.021481025518580846,-0.047942670018812264,-0.04758346305462901,0.00806074143879953,-0.0064564347397446245,-0.04386568019712839,-0.03312838095219515,0.13527381100031893,0.1314587043815661
sensor_19,-0.47312975004991004,-0.369526831192599,-0.43034759154845514,0.05288104176357983,-0.08156334120826549,0.04366224839568315,0.008399882262036177,-0.0242603436643704,-0.11918530323190736,0.05617141038785186,-0.023432668920401356,-0.021983597254599942,0.1565122972732691,0.3655216454682867,0.7050102308513021,0.5303809148239355,0.5522892625853686,1.0,0.9441623414628925,0.9440233776272466,0.0851176075763495,-0.03794164223729489,0.9346668189386697,0.04937410304764515,-0.15730752669118023,-0.16883709229342164,-0.592284496114604,-0.013944076688933084,-0.4670827408656898,-0.5413207458433223,0.49016214389051593,0.1981922766022696,-0.1479353977801052,0.46752600522684534,-0.08854154063104061,-0.38807802321313906,-0.05904342262924307,-0.035372299777058025,-0.030401986877588237,-0.09564256113535811,-0.07469219632881031,-0.09619090943917905,-0.15802885037181089,-0.19156557677754313,-0.10195870265700133,-0.0928990653875015,-0.2374120422444435,-0.12661217420268023
sensor_20,-0.46942579789479344,-0.35142334623283505,-0.4215597107708513,0.04725881980657502,-0.08830299211401364,0.03761219605082597,0.009764672489076956,-0.07159804092683343,-0.10651091855932207,0.04114674458691101,-0.03601097091165299,-0.034430136710807,0.12814620000302365,0.40894963055016725,0.6729316114967904,0.49899101678940666,0.5047068091022869,0.9441623414628925,1.0,0.9691725747248657,-0.0023423570990869025,-0.1233404288706867,0.9478252331995792,-0.004274272940224711,-0.15599007928824213,-0.26583873092545474,-0.602671751398617,-0.05008625335367571,-0.43746698494880654,-0.4886342053967023,0.4405318718284491,0.11779291241159046,-0.15139995252928543,0.5024840067647174,-0.08936437188968158,-0.37223219138625363,-0.13379194020909796,-0.1179657016864824,-0.10568866219076357,-0.18221908379598104,-0.15773242554634118,-0.1706249974404704,-0.21520170257309665,-0.2655965473747703,-0.18145898052585588,-0.16918426368437414,-0.2787938175701382,-0.16761376120926683
sensor_21,-0.4855401237453467,-0.3689132396337387,-0.43441945675822163,0.04157143279308163,-0.09158805398336804,0.024205805292012616,-0.006302451174074418,-0.055220981823978436,-0.12658131632360986,0.03521304139142416,-0.04103696150939463,-0.03660791574760741,0.12931918781901247,0.3938982237408545,0.663367222283938,0.4932066621266321,0.49440680506990814,0.9440233776272466,0.9691725747248657,1.0,0.018489891612411886,-0.10411974742548065,0.9450573276952413,0.017730081962931566,-0.13269678451974878,-0.2356037953171795,-0.5938205242004827,-0.022796115367976235,-0.4288087149749195,-0.4747064180010611,0.46515029898547716,0.15112639539200365,-0.16577980319201416,0.47857456205447635,-0.08731855282665762,-0.3543061494324168,-0.14388844945240645,-0.12433852330025234,-0.11373953886030133,-0.191780145831432,-0.16452306036465966,-0.17731383368302436,-0.2325734556235878,-0.276311607091349,-0.1810165720569237,-0.18183834707819735,-0.2915757615003831,-0.18815983121771113
sensor_22,-0.17211251913448736,-0.16470958337479383,-0.19525837204235377,-0.05028953084529044,0.04661676812170415,-0.033434279292047786,-0.19742684410982425,-0.17622805405228822,-0.12794179799498337,0.02000602635396872,0.01593583275737527,-0.009039019199349463,0.07598287097516689,0.059060655625763625,0.17742315278414186,0.19406962683487206,0.23949300370711996,0.0851176075763495,-0.0023423570990869025,0.018489891612411886,1.0,0.6728240274868852,0.03814546616337291,0.8435822893625897,0.6093653137957347,0.5253053360977948,-0.17011563757951692,0.41013273964497937,-0.01546137363661226,-0.05307017723975421,0.42198218001736365,0.36606688518192076,0.03597420607222085,-0.14930228959548078,-0.04259103803332586,-0.19145256619220194,0.21014632360233382,0.21706639529733623,0.2055292358295927,0.20826891492841257,0.20718591686218954,0.16726590273947572,0.1900028224553616,0.15298528669809855,0.1388942448175443,0.3551742659155468,0.1738951369220655,0.21699912261553517
sensor_23,0.19255863091956105,0.32413969245585156,0.23386748351864314,0.3547674090323449,0.448957244028287,0.4101877947376427,0.2783836225157233,-0.0235308843842865,0.37147231988502327,0.4107232835580017,0.41408827391727004,0.3849646840555964,0.3929028622081605,0.13269428517751156,0.12510982777503005,0.13620292130821487,0.19468849258217996,-0.03794164223729489,-0.1233404288706867,-0.10411974742548065,0.6728240274868852,1.0,-0.07864497178845316,0.6193539018286115,0.46927733875830446,0.614532187514472,-0.28476397007608706,0.1437900155922547,0.3829970473105846,0.14146933771544246,0.19460529728672485,0.21012192506056568,0.052479582176506445,0.06007523347392763,0.2716499083425302,-0.13840164649435746,0.4310164377978442,0.24993898026303532,0.4023023982381084,0.3021983215707416,0.18439540657000417,0.1884772461389685,0.2557093506864993,0.250472273129312,0.20879508201046834,0.41180393985639113,0.42191410613589275,0.32447921092366877
sensor_24,-0.45845881905331093,-0.3243215488722576,-0.3992366813081233,0.09952774431785295,-0.021188568186616196,0.08498663878030951,0.044350556605685494,-0.002637701982569716,-0.0736848773313901,0.10105513219351131,0.03006780225866696,0.03615642134277681,0.2005452328113312,0.4349438362518119,0.6698587596663664,0.4987159182297638,0.5003626672957587,0.9346668189386697,0.9478252331995792,0.9450573276952413,0.03814546616337291,-0.07864497178845316,1.0,0.02196341557337577,-0.10028801352229195,-0.18631966670667444,-0.5911908586222044,-0.008442950049468304,-0.37939059430456773,-0.4438873128255684,0.4908236290077952,0.1881928254243168,-0.15869126808829298,0.482844279399762,-0.05925748397143611,-0.3442963915474086,-0.10676532624743947,-0.10981157612908653,-0.07387347997946618,-0.158837413637064,-0.15327561379995275,-0.1586433420906173,-0.22219479985013518,-0.24196441676595984,-0.1452356567025954,-0.1646484240359212,-0.2504321978822874,-0.16990403576822907
sensor_25,-0.17572545834770772,-0.1682388086382974,-0.18833743577674325,-0.06227965812461735,0.02790571042596874,-0.02747039850348335,-0.18254535512868075,-0.1910425222982484,-0.12275450838447052,-0.0047647810632996225,-0.0035650811183294,-0.02419117653550479,0.03669749994450146,0.09817583160441279,0.15571615425027516,0.16564738266208373,0.19054703434763262,0.04937410304764515,-0.004274272940224711,0.017730081962931566,0.8435822893625897,0.6193539018286115,0.02196341557337577,1.0,0.6704287152059626,0.4161928373463367,-0.18193794849992886,0.4345336749619045,0.01997549673067693,0.01126328230933918,0.41767362744637826,0.30815834307094436,0.02983870285317744,-0.18805036045860235,-0.057505513779513726,-0.2225549600873067,0.15221588666947664,0.1691037866217969,0.15736797104313177,0.14263152086770517,0.16459240420360896,0.14503704613434837,0.14751672048400158,0.14281832422517798,0.14046310588342958,0.2782134723441949,0.13891626047436254,0.18553963461915204
sensor_26,-0.0665552444924176,0.026479362878602627,-0.026431186670497375,0.08377214297679168,0.23965561839959168,0.10773603235347252,-0.05378086260503357,-0.09909991875721645,0.04354530919223044,0.15574915657240793,0.1871728477606112,0.17488355264199096,0.1165000497749396,0.25640146400711844,-0.1150824592798576,-0.08122883090446625,-0.08177695961660945,-0.15730752669118023,-0.15599007928824213,-0.13269678451974878,0.6093653137957347,0.46927733875830446,-0.10028801352229195,0.6704287152059626,1.0,0.3829665170264044,-0.021791176838499442,0.5144351952055044,0.325559649609207,0.3407316059012245,0.3836571050870167,0.3062898908871817,0.003783036594692954,-0.22948495319317894,0.08852180639879695,-0.008971327341791083,0.05826265420788046,-0.059224440056697004,0.038805941623989065,-0.034131033314657416,-0.06262738437944629,-0.02415236691602512,-0.05687208558772056,0.03203581977885538,0.05180362923270866,0.07081597120989888,0.14608307479443577,0.05371588952267638
sensor_27,0.16789318727979935,0.23329350935910367,0.20183419649228385,0.33613606791724837,0.4269034527547333,0.2643521400426729,0.12141190756775373,0.1481166882785702,0.1185110405975166,0.40040910251428585,0.4164518122146275,0.4241252700326617,0.4067210826204951,-0.00014612855964863457,-0.06431506805757403,-0.006505896979653283,0.016898400887163212,-0.16883709229342164,-0.26583873092545474,-0.2356037953171795,0.5253053360977948,0.614532187514472,-0.18631966670667444,0.4161928373463367,0.3829665170264044,1.0,0.09067830903952827,0.42528479695483556,0.33095048548952083,0.19936878662050445,0.3090047938480711,0.5728821275739453,0.047971560184272226,-0.07821980376734017,0.22622672905331898,0.2407694248290258,0.43551673470049834,0.23374593547765268,0.39884978528505405,0.3567128555671174,0.20341869066537832,0.2082339076738012,0.19784561498698425,0.22043424403919584,0.22076745078592663,0.3132956569590715,0.405930439771697,0.20992373133925266
sensor_28,0.3510035602960002,0.0888557715343594,0.2883364898653048,-0.20244381565672873,-0.058514759025430345,-0.28860629606964316,-0.32292945096646725,0.032530780639812296,-0.2640594200136571,-0.1658792400974506,-0.09623421945056916,-0.11772919803061446,-0.21795785548638924,-0.4615087136144074,-0.6131844013451896,-0.5238204532248537,-0.5353308398051587,-0.592284496114604,-0.602671751398617,-0.5938205242004827,-0.17011563757951692,-0.28476397007608706,-0.5911908586222044,-0.18193794849992886,-0.021791176838499442,0.09067830903952827,1.0,0.22443163039545383,0.025058924318776123,0.20360708315480344,-0.320851607384576,0.0699016501482236,0.06276725369815503,-0.4982222349970133,-0.012746231409304561,0.6327276388281584,0.07536175440440113,0.07700639176513258,-0.03863593056640738,0.13459323530295186,0.10324370996945516,0.05737833552661307,0.11631932291953746,0.09377365071523779,0.009739329228534616,0.09297090662484239,0.12225557415229735,0.049851453279530424
sensor_29,-0.30382792697030253,-0.31506910989325754,-0.27053816934136243,-0.0880045166590524,-0.008357589474486662,-0.17198867592140393,-0.34307405763433874,-0.11050864985972851,-0.379278567940939,0.00912361723249088,0.023762898277255792,0.01921021511953531,-0.03841052078327243,0.16702844191126884,0.0040221185548454455,0.04318686011545944,0.058551325014520365,-0.013944076688933084,-0.05008625335367571,-0.022796115367976235,0.41013273964497937,0.1437900155922547,-0.008442950049468304,0.4345336749619045,0.5144351952055044,0.42528479695483556,0.22443163039545383,1.0,-0.145722633068437,-0.011738936725844841,0.5779643718434219,0.6496636044055707,-0.021707063835161636,-0.34075595335378384,-0.10653205903361584,0.08207232761319,0.03299411448426321,-0.06381249380747993,-0.0448984317872357,-0.024752719934522712,-0.06486469992610829,-0.07131856171487955,-0.10964832557129603,-0.05553090432323965,-0.04755354675402574,0.012445562063221182,0.0921852274939186,0.008757180118890932
sensor_30,0.5674870022786019,0.7508998480395179,0.6495235894619246,0.5305833112207052,0.6447974840047276,0.5441967531994362,0.5324586872573156,0.18610394630426616,0.6607163816548199,0.5054553670983867,0.5622897479512934,0.5800896988549215,0.42552817949102273,0.11958391574481061,-0.40536671128689317,-0.34566834539524993,-0.37360709694511035,-0.4670827408656898,-0.43746698494880654,-0.4288087149749195,-0.01546137363661226,0.3829970473105846,-0.37939059430456773,0.01997549673067693,0.325559649609207,0.33095048548952083,0.025058924318776123,-0.145722633068437,1.0,0.7695117606978524,-0.24873929900690692,-0.07791157197231728,0.10209262684337744,0.14030753993078643,0.45361462088217497,0.3053967554242638,0.24465517899104694,0.04012109577529608,0.2786567915089989,0.14419095128700957,0.016450486991130154,0.11255788622931658,0.1098950800248123,0.20023429352291147,0.19047318092840992,0.06289632992503609,0.37251073226353537,0.1643560811305974
sensor_31,0.33149546194554186,0.4066115659745174,0.4081226263327331,0.26912805120844097,0.3339056036390445,0.17525981523845624,0.1885889239270783,0.09261084175708381,0.22893960826065593,0.1683100590014899,0.25574308957756464,0.3456068526354286,0.21302817180582523,0.04241294630207357,-0.473138114507068,-0.39408796936364304,-0.4442663821647888,-0.5413207458433223,-0.4886342053967023,-0.4747064180010611,-0.05307017723975421,0.14146933771544246,-0.4438873128255684,0.01126328230933918,0.3407316059012245,0.19936878662050445,0.20360708315480344,-0.011738936725844841,0.7695117606978524,1.0,-0.1578303259106145,0.014519392259451388,-0.028385722164848883,-0.14674994399489535,0.24727427024234871,0.4582733495070431,-0.08522755464563314,-0.14727265109826065,0.018518114255463555,-0.060220591027492484,-0.10998157077273345,-0.02157300625272445,-0.07670547753467563,-0.046656389988629456,0.002425863828270587,-0.27188230475286934,0.08596826307911168,-0.09582295106470642
